Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2019-06;Transilien;N;Paris Montparnasse;92,42;12,2
2019-06;Transilien;P;Paris Est;86,78;6,6
2019-06;Transilien;R;Paris Sud Est;83,92;5,2
2019-06;Transilien;U;La Verrière - La Défense;94,13;16
2019-07;RER;A;RER A;84,46;5,4
2019-07;RER;B;RER B;84,91;5,6
2019-07;RER;C;RER C;87,22;6,8
2019-07;RER;D;RER D;85,10;5,7
2019-07;RER;E;RER E;91,03;10,1
2019-07;Transilien;H;Paris Nord Ouest;93,66;14,8
2019-07;Transilien;J;Paris Saint-Lazare Nord;90,89;10
2019-07;Transilien;K;Paris Nord Crépy;93,19;13,7
2019-07;Transilien;L;Paris Saint-Lazare Sud;93,74;15
2019-07;Transilien;N;Paris Montparnasse;92,45;12,2
2019-07;Transilien;P;Paris Est;82,73;4,8
2019-07;Transilien;R;Paris Sud Est;86,52;6,4
2019-07;Transilien;U;La Verrière - La Défense;95,07;19,3
2019-08;RER;A;RER A;94,06;15,8
2019-08;RER;B;RER B;91,25;10,4
2019-08;RER;C;RER C;93,39;14,1
2019-08;RER;D;RER D;88,68;7,8
2019-08;RER;E;RER E;85,00;5,7
2019-08;Transilien;H;Paris Nord Ouest;95,01;19
2019-08;Transilien;J;Paris Saint-Lazare Nord;94,40;16,9
2019-08;Transilien;K;Paris Nord Crépy;95,43;20,9
2019-08;Transilien;L;Paris Saint-Lazare Sud;96,78;30
2019-08;Transilien;N;Paris Montparnasse;95,27;20,1
2019-08;Transilien;P;Paris Est;91,51;10,8
2019-08;Transilien;R;Paris Sud Est;86,62;6,5
2019-08;Transilien;U;La Verrière - La Défense;96,82;30,4
2019-09;RER;A;RER A;87,57;7
2019-09;RER;B;RER B;82,21;4,6
2019-09;RER;C;RER C;89,03;8,1
2019-09;RER;D;RER D;86,80;6,6
2019-09;RER;E;RER E;90,13;9,1
2019-09;Transilien;H;Paris Nord Ouest;96,49;27,5
2019-09;Transilien;J;Paris Saint-Lazare Nord;91,44;10,7
2019-09;Transilien;K;Paris Nord Crépy;91,22;10,4
2019-09;Transilien;L;Paris Saint-Lazare Sud;93,83;15,2
2019-09;Transilien;N;Paris Montparnasse;93,20;13,7
2019-09;Transilien;P;Paris Est;85,93;6,1
2019-09;Transilien;R;Paris Sud Est;86,24;6,3
2019-09;Transilien;U;La Verrière - La Défense;95,86;23,2
2019-10;RER;A;RER A;85,82;6,1
2019-10;RER;B;RER B;76,49;3,3
2019-10;RER;C;RER C;82,87;4,8
2019-10;RER;D;RER D;79,86;4
2019-10;RER;E;RER E;91,42;10,6
2019-10;Transilien;H;Paris Nord Ouest;90,33;9,3
2019-10;Transilien;J;Paris Saint-Lazare Nord;86,44;6,4
2019-10;Transilien;K;Paris Nord Crépy;86,63;6,5
2019-10;Transilien;L;Paris Saint-Lazare Sud;89,84;8,8
2019-10;Transilien;N;Paris Montparnasse;87,75;7,2
2019-10;Transilien;P;Paris Est;88,89;8
2019-10;Transilien;R;Paris Sud Est;81,09;4,3
2019-10;Transilien;U;La Verrière - La Défense;91,80;11,2
2019-11;RER;A;RER A;82,06;4,6
2019-11;RER;B;RER B;78,26;3,6
2019-11;RER;C;RER C;80,68;4,2
2019-11;RER;D;RER D;83,01;4,9
2019-11;RER;E;RER E;91,33;10,5
2019-11;Transilien;H;Paris Nord Ouest;93,78;15,1
2019-11;Transilien;J;Paris Saint-Lazare Nord;88,02;7,3
2019-11;Transilien;K;Paris Nord Crépy;93,76;15
2019-11;Transilien;L;Paris Saint-Lazare Sud;91,80;11,2
2019-11;Transilien;N;Paris Montparnasse;91,20;10,4
2019-11;Transilien;P;Paris Est;87,34;6,9
2019-11;Transilien;R;Paris Sud Est;86,26;6,3
2019-11;Transilien;U;La Verrière - La Défense;96,52;27,7
2020-02;RER;A;RER A;83,01;4,885
2020-02;RER;B;RER B;80,03;4,006
2020-02;RER;C;RER C;83,25;4,97
2020-02;RER;D;RER D;84,30;5,371
2020-02;RER;E;RER E;88,05;7,368
2020-02;Transilien;H;Paris Nord Ouest;90,56;9,59
2020-02;Transilien;J;Paris Saint-Lazare Nord;86,88;6,622
2020-02;Transilien;K;Paris Nord Crépy;93,16;13,609
2020-02;Transilien;L;Paris Saint-Lazare Sud;92,86;13,011
2020-02;Transilien;N;Paris Montparnasse;92,13;11,699
2020-02;Transilien;P;Paris Est;89,12;8,187
2020-02;Transilien;R;Paris Sud Est;80,72;4,188
2020-02;Transilien;U;La Verrière - La Défense;95,38;20,64
2020-03;RER;A;RER A;89,86;8,861
2020-03;RER;B;RER B;73,52;2,777
2020-03;RER;C;RER C;93,44;14,246
2020-03;RER;D;RER D;84,70;5,534
2020-03;RER;E;RER E;90,36;9,375
2020-03;Transilien;H;Paris Nord Ouest;95,13;19,552
2020-03;Transilien;J;Paris Saint-Lazare Nord;90,74;9,795
2020-03;Transilien;K;Paris Nord Crépy;91,07;10,2
2020-03;Transilien;L;Paris Saint-Lazare Sud;94,21;16,271
2020-03;Transilien;N;Paris Montparnasse;95,28;20,163
2020-03;Transilien;P;Paris Est;88,69;7,838
2020-03;Transilien;R;Paris Sud Est;85,19;5,754
2020-03;Transilien;U;La Verrière - La Défense;99,41;168,685
2020-06;RER;A;RER A;83,84;5,186
2020-06;RER;B;RER B;86,19;6,24
2020-06;RER;C;RER C;85,34;5,821
2020-06;RER;D;RER D;90,64;9,683
2020-06;RER;E;RER E;89,21;8,268
2020-06;Transilien;H;Paris Nord Ouest;92,92;13,119
2020-06;Transilien;J;Paris Saint-Lazare Nord;91,01;10,126
2020-06;Transilien;K;Paris Nord Crépy;92,55;12,414
2020-06;Transilien;L;Paris Saint-Lazare Sud;93,31;13,94
2020-06;Transilien;N;Paris Montparnasse;90,86;9,946
2020-06;Transilien;P;Paris Est;92,54;12,401
2020-06;Transilien;R;Paris Sud Est;88,99;8,086
2020-06;Transilien;U;La Verrière - La Défense;95,48;21,132
2020-07;RER;A;RER A;89,04;8,122
2020-07;RER;B;RER B;89,14;8,21
2020-07;RER;C;RER C;92,27;11,935
2020-07;RER;D;RER D;88,81;7,932
2020-07;RER;E;RER E;93,79;15,111
2020-07;Transilien;H;Paris Nord Ouest;94,20;16,237
2020-07;Transilien;J;Paris Saint-Lazare Nord;92,50;12,324
2020-07;Transilien;K;Paris Nord Crépy;93,24;13,791
2020-07;Transilien;L;Paris Saint-Lazare Sud;96,89;31,171
2020-07;Transilien;N;Paris Montparnasse;94,14;16,072
2020-07;Transilien;P;Paris Est;90,45;9,475
2020-07;Transilien;R;Paris Sud Est;90,14;9,139
2020-07;Transilien;U;La Verrière - La Défense;96,83;30,542
2020-08;RER;A;RER A;85,83;6,057
2020-08;RER;B;RER B;76,67;3,287
2020-08;RER;C;RER C;93,16;13,614
2020-08;RER;D;RER D;87,50;6,999
2020-08;RER;E;RER E;91,53;10,809
2020-08;Transilien;H;Paris Nord Ouest;90,72;9,77
2020-08;Transilien;J;Paris Saint-Lazare Nord;93,51;14,417
2020-08;Transilien;K;Paris Nord Crépy;76,91;3,332
2020-08;Transilien;L;Paris Saint-Lazare Sud;95,97;23,829
2020-08;Transilien;N;Paris Montparnasse;94,97;18,872
2020-08;Transilien;P;Paris Est;90,73;9,786
2020-08;Transilien;R;Paris Sud Est;92,62;12,555
2020-08;Transilien;U;La Verrière - La Défense;96,76;29,897
2020-09;RER;A;RER A;87,41;6,944
2020-09;RER;B;RER B;83,41;5,027
2020-09;RER;C;RER C;91,07;10,197
2020-09;RER;D;RER D;87,59;7,06
2020-09;RER;E;RER E;92,26;11,927
2020-09;Transilien;H;Paris Nord Ouest;94,27;16,445
2020-09;Transilien;J;Paris Saint-Lazare Nord;91,48;10,738
2020-09;Transilien;K;Paris Nord Crépy;93,60;14,622
2020-09;Transilien;L;Paris Saint-Lazare Sud;94,43;16,939
2020-09;Transilien;N;Paris Montparnasse;93,65;14,737
2020-09;Transilien;P;Paris Est;93,00;13,283
2020-09;Transilien;R;Paris Sud Est;90,62;9,656
2020-09;Transilien;U;La Verrière - La Défense;96,66;28,932
2020-10;RER;A;RER A;82,49;4,711
2020-10;RER;B;RER B;82,88;4,84
2020-10;RER;C;RER C;86,41;6,359
2020-10;RER;D;RER D;86,78;6,565
2020-10;RER;E;RER E;92,80;12,882
2020-10;Transilien;H;Paris Nord Ouest;92,64;12,59
2020-10;Transilien;J;Paris Saint-Lazare Nord;89,47;8,497
2020-10;Transilien;K;Paris Nord Crépy;87,65;7,094
2020-10;Transilien;L;Paris Saint-Lazare Sud;91,11;10,248
2020-10;Transilien;N;Paris Montparnasse;93,26;13,84
2020-10;Transilien;P;Paris Est;91,47;10,726
2020-10;Transilien;R;Paris Sud Est;87,88;7,253
2020-10;Transilien;U;La Verrière - La Défense;95,88;23,268
2020-11;RER;A;RER A;90,14;9,138
2020-11;RER;B;RER B;87,68;7,119
2020-11;RER;C;RER C;91,64;10,958
2020-11;RER;D;RER D;89,03;8,115
2020-11;RER;E;RER E;95,31;20,333
2020-11;Transilien;H;Paris Nord Ouest;95,57;21,548
2020-11;Transilien;J;Paris Saint-Lazare Nord;92,98;13,238
2020-11;Transilien;K;Paris Nord Crépy;94,16;16,11
2020-11;Transilien;L;Paris Saint-Lazare Sud;96,19;25,268
2020-11;Transilien;N;Paris Montparnasse;90,56;9,593
2020-11;Transilien;P;Paris Est;93,77;15,044
2020-11;Transilien;R;Paris Sud Est;90,48;9,5
2020-11;Transilien;U;La Verrière - La Défense;95,83;22,986
2020-12;RER;A;RER A;88,74;7,879
2020-12;RER;B;RER B;88,29;7,537
2020-12;RER;C;RER C;92,31;12,003
2020-12;RER;D;RER D;87,55;7,035
2020-12;RER;E;RER E;93,58;14,569
2020-12;Transilien;H;Paris Nord Ouest;96,39;26,667
2020-12;Transilien;J;Paris Saint-Lazare Nord;92,08;11,629
2020-12;Transilien;K;Paris Nord Crépy;94,45;17,001
2020-12;Transilien;L;Paris Saint-Lazare Sud;93,94;15,493
2020-12;Transilien;N;Paris Montparnasse;95,48;21,112
2020-12;Transilien;P;Paris Est;92,78;12,854
2020-12;Transilien;R;Paris Sud Est;86,99;6,686
2020-12;Transilien;U;La Verrière - La Défense;96,44;27,056
2021-01;RER;A;RER A;83,68;5,126
2021-01;RER;B;RER B;85,70;5,995
2021-01;RER;C;RER C;90,07;9,068
2021-01;RER;D;RER D;85,92;6,104
2021-01;RER;E;RER E;94,69;17,841
2021-01;Transilien;H;Paris Nord Ouest;94,67;17,774
2021-01;Transilien;J;Paris Saint-Lazare Nord;92,06;11,6
2021-01;Transilien;K;Paris Nord Crépy;94,75;18,036
2021-01;Transilien;L;Paris Saint-Lazare Sud;95,99;23,923
2021-01;Transilien;N;Paris Montparnasse;94,62;17,58
2021-01;Transilien;P;Paris Est;91,68;11,023
2021-01;Transilien;R;Paris Sud Est;89,27;8,32
2021-01;Transilien;U;La Verrière - La Défense;96,95;31,833
2021-02;RER;A;RER A;80,02;4,005
2021-02;RER;B;RER B;83,13;4,926
2021-02;RER;C;RER C;86,40;6,353
2021-02;RER;D;RER D;85,73;6,008
2021-02;RER;E;RER E;94,08;15,887
2021-02;Transilien;H;Paris Nord Ouest;95,11;19,464
2021-02;Transilien;J;Paris Saint-Lazare Nord;87,61;7,073
2021-02;Transilien;K;Paris Nord Crépy;90,97;10,068
2021-02;Transilien;L;Paris Saint-Lazare Sud;89,43;8,46
2021-02;Transilien;N;Paris Montparnasse;90,19;9,189
2021-02;Transilien;P;Paris Est;89,80;8,804
2021-02;Transilien;R;Paris Sud Est;85,20;5,759
2021-02;Transilien;U;La Verrière - La Défense;93,66;14,773
2021-03;RER;A;RER A;88,80;7,924
2021-03;RER;B;RER B;88,66;7,821
2021-03;RER;C;RER C;93,57;14,558
2021-03;RER;D;RER D;90,80;9,872
2021-03;RER;E;RER E;93,92;15,446
2021-03;Transilien;H;Paris Nord Ouest;95,98;23,847
2021-03;Transilien;J;Paris Saint-Lazare Nord;93,80;15,12
2021-03;Transilien;K;Paris Nord Crépy;94,88;18,531
2021-03;Transilien;L;Paris Saint-Lazare Sud;95,01;19,057
2021-03;Transilien;N;Paris Montparnasse;92,70;12,691
2021-03;Transilien;P;Paris Est;92,29;11,963
2021-03;Transilien;R;Paris Sud Est;89,09;8,168
2021-03;Transilien;U;La Verrière - La Défense;95,39;20,667
2021-04;RER;A;RER A;94,70;17,866
2021-04;RER;B;RER B;88,61;7,781
2021-04;RER;C;RER C;93,32;13,977
2021-04;RER;D;RER D;91,86;11,28
2021-04;RER;E;RER E;95,65;21,978
2021-04;Transilien;H;Paris Nord Ouest;96,21;25,403
2021-04;Transilien;J;Paris Saint-Lazare Nord;95,64;21,943
2021-04;Transilien;K;Paris Nord Crépy;93,63;14,695
2021-04;Transilien;L;Paris Saint-Lazare Sud;97,41;37,565
2021-04;Transilien;N;Paris Montparnasse;93,67;14,793
2021-04;Transilien;P;Paris Est;94,98;18,901
2021-04;Transilien;R;Paris Sud Est;88,24;7,501
2021-04;Transilien;U;La Verrière - La Défense;95,58;21,638
2021-05;RER;A;RER A;93,77;15,041
2021-05;RER;B;RER B;89,95;8,953
2021-05;RER;C;RER C;92,90;13,076
2021-05;RER;D;RER D;90,48;9,503
2021-05;RER;E;RER E;95,75;22,536
2021-05;Transilien;H;Paris Nord Ouest;96,32;26,206
2021-05;Transilien;J;Paris Saint-Lazare Nord;96,10;24,65
2021-05;Transilien;K;Paris Nord Crépy;95,80;22,803
2021-05;Transilien;L;Paris Saint-Lazare Sud;97,51;39,092
2021-05;Transilien;N;Paris Montparnasse;93,92;15,444
2021-05;Transilien;P;Paris Est;95,12;19,5
2021-05;Transilien;R;Paris Sud Est;88,80;7,929
2021-05;Transilien;U;La Verrière - La Défense;97,20;34,677
2021-06;RER;A;RER A;90,05;9,045
2021-06;RER;B;RER B;82,35;4,664
2021-06;RER;C;RER C;92,79;12,876
2021-06;RER;D;RER D;89,32;8,36
2021-06;RER;E;RER E;91,71;11,063
2021-06;Transilien;H;Paris Nord Ouest;92,52;12,37
2021-06;Transilien;J;Paris Saint-Lazare Nord;90,20;9,199
2021-06;Transilien;K;Paris Nord Crépy;92,56;12,441
2021-06;Transilien;L;Paris Saint-Lazare Sud;95,62;21,811
2021-06;Transilien;N;Paris Montparnasse;92,27;11,944
2021-06;Transilien;P;Paris Est;88,15;7,438
2021-06;Transilien;R;Paris Sud Est;89,93;8,928
2021-06;Transilien;U;La Verrière - La Défense;96,00;23,983
2021-07;RER;A;RER A;88,62;7,788
2021-07;RER;B;RER B;85,10;5,712
2021-07;RER;C;RER C;92,67;12,639
2021-07;RER;D;RER D;88,48;7,684
2021-07;RER;E;RER E;91,98;11,466
2021-07;Transilien;H;Paris Nord Ouest;96,65;28,844
2021-07;Transilien;J;Paris Saint-Lazare Nord;93,67;14,796
2021-07;Transilien;K;Paris Nord Crépy;93,30;13,935
2021-07;Transilien;L;Paris Saint-Lazare Sud;96,63;28,672
2021-07;Transilien;N;Paris Montparnasse;95,48;21,1
2021-07;Transilien;P;Paris Est;92,35;12,078
2021-07;Transilien;R;Paris Sud Est;90,77;9,835
2021-07;Transilien;U;La Verrière - La Défense;97,49;38,828
2021-08;RER;A;RER A;91,15;10,303
2021-08;RER;B;RER B;75,72;3,119
2021-08;RER;C;RER C;95,17;19,683
2021-08;RER;D;RER D;88,91;8,017
2021-08;RER;E;RER E;95,88;23,292
2021-08;Transilien;H;Paris Nord Ouest;96,92;31,471
2021-08;Transilien;J;Paris Saint-Lazare Nord;96,66;28,949
2021-08;Transilien;K;Paris Nord Crépy;95,36;20,554
2021-08;Transilien;L;Paris Saint-Lazare Sud;96,82;30,449
2021-08;Transilien;N;Paris Montparnasse;96,91;31,373
2021-08;Transilien;P;Paris Est;94,69;17,818
2021-08;Transilien;R;Paris Sud Est;91,48;10,73
2021-08;Transilien;U;La Verrière - La Défense;97,78;44,135
2021-09;RER;A;RER A;86,33;6,313
2021-09;RER;B;RER B;81,03;4,272
2021-09;RER;C;RER C;93,16;13,609
2021-09;RER;D;RER D;86,69;6,512
2021-09;RER;E;RER E;93,97;15,581
2021-09;Transilien;H;Paris Nord Ouest;96,31;26,093
2021-09;Transilien;J;Paris Saint-Lazare Nord;93,14;13,574
2021-09;Transilien;K;Paris Nord Crépy;95,43;20,877
2021-09;Transilien;L;Paris Saint-Lazare Sud;92,79;12,862
2021-09;Transilien;N;Paris Montparnasse;94,71;17,891
2021-09;Transilien;P;Paris Est;91,34;10,544
2021-09;Transilien;R;Paris Sud Est;88,14;7,43
2021-09;Transilien;U;La Verrière - La Défense;95,15;19,625
2021-10;RER;A;RER A;86,59;6,458
2021-10;RER;B;RER B;80,33;4,085
2021-10;RER;C;RER C;88,07;7,385
2021-10;RER;D;RER D;85,25;5,779
2021-10;RER;E;RER E;94,51;17,199
2021-10;Transilien;H;Paris Nord Ouest;91,82;11,225
2021-10;Transilien;J;Paris Saint-Lazare Nord;91,84;11,258
2021-10;Transilien;K;Paris Nord Crépy;83,72;5,144
2021-10;Transilien;L;Paris Saint-Lazare Sud;91,72;11,08
2021-10;Transilien;N;Paris Montparnasse;92,36;12,086
2021-10;Transilien;P;Paris Est;89,30;8,344
2021-10;Transilien;R;Paris Sud Est;80,11;4,028
2021-10;Transilien;U;La Verrière - La Défense;93,77;15,055
2021-11;RER;A;RER A;86,06;6,174
2021-11;RER;B;RER B;81,05;4,277
2021-11;RER;C;RER C;88,15;7,436
2021-11;RER;D;RER D;85,49;5,891
2021-11;RER;E;RER E;93,92;15,443
2021-11;Transilien;H;Paris Nord Ouest;96,38;26,592
2021-11;Transilien;J;Paris Saint-Lazare Nord;91,69;11,035
2021-11;Transilien;K;Paris Nord Crépy;93,47;14,308
2021-11;Transilien;L;Paris Saint-Lazare Sud;92,77;12,834
2021-11;Transilien;N;Paris Montparnasse;91,51;10,783
2021-11;Transilien;P;Paris Est;87,62;7,08
2021-11;Transilien;R;Paris Sud Est;89,03;8,116
2021-11;Transilien;U;La Verrière - La Défense;93,68;14,826
2021-12;RER;A;RER A;88,99;8,079
2021-12;RER;B;RER B;82,74;4,794
2021-12;RER;C;RER C;90,56;9,592
2021-12;RER;D;RER D;87,57;7,045
2021-12;RER;E;RER E;95,65;22,01
2021-12;Transilien;H;Paris Nord Ouest;96,72;29,457
2021-12;Transilien;J;Paris Saint-Lazare Nord;94,68;17,801
2021-12;Transilien;K;Paris Nord Crépy;96,98;32,139
2021-12;Transilien;L;Paris Saint-Lazare Sud;95,02;19,073
2021-12;Transilien;N;Paris Montparnasse;95,72;22,347
2021-12;Transilien;P;Paris Est;92,88;13,038
2021-12;Transilien;R;Paris Sud Est;89,15;8,22
2021-12;Transilien;U;La Verrière - La Défense;97,18;34,447
2022-01;RER;A;RER A;88,24;7,5
2022-01;RER;B;RER B;86,51;6,41
2022-01;RER;C;RER C;87,66;7,103
2022-01;RER;D;RER D;90,74;9,803
2022-01;RER;E;RER E;94,09;15,906
2022-01;Transilien;H;Paris Nord Ouest;96,21;25,387
2022-01;Transilien;J;Paris Saint-Lazare Nord;92,52;12,367
2022-01;Transilien;K;Paris Nord Crépy;94,44;16,974
2022-01;Transilien;L;Paris Saint-Lazare Sud;91,38;10,595
2022-01;Transilien;N;Paris Montparnasse;95,02;19,095
2022-01;Transilien;P;Paris Est;90,54;9,569
2022-01;Transilien;R;Paris Sud Est;90,66;9,707
2022-02;RER;A;RER A;92,50;12,326
2022-02;RER;B;RER B;84,97;5,654
2022-02;RER;C;RER C;91,61;10,922
2022-02;RER;D;RER D;86,25;6,272
2022-02;RER;E;RER E;93,51;14,412
2022-02;Transilien;H;Paris Nord Ouest;95,88;23,289
2022-02;Transilien;J;Paris Saint-Lazare Nord;95,57;21,556
2022-02;Transilien;K;Paris Nord Crépy;92,37;12,101
2022-02;Transilien;L;Paris Saint-Lazare Sud;95,75;22,517
2022-02;Transilien;N;Paris Montparnasse;96,53;27,786
2022-02;Transilien;P;Paris Est;89,87;8,87
2022-02;Transilien;R;Paris Sud Est;91,46;10,71
2022-03;RER;A;RER A;91,11;10,244
2022-03;RER;B;RER B;85,90;6,093
2022-03;RER;C;RER C;91,59;10,894
2022-03;RER;D;RER D;87,74;7,154
2022-03;RER;E;RER E;92,40;12,165
2022-03;Transilien;H;Paris Nord Ouest;96,60;28,451
2022-03;Transilien;J;Paris Saint-Lazare Nord;93,94;15,488
2022-03;Transilien;K;Paris Nord Crépy;96,59;28,291
2022-03;Transilien;L;Paris Saint-Lazare Sud;94,48;17,121
2022-03;Transilien;N;Paris Montparnasse;95,36;20,572
2022-03;Transilien;P;Paris Est;88,58;7,755
2022-03;Transilien;R;Paris Sud Est;89,42;8,454
2022-04;RER;A;RER A;91,15;10,295
2022-04;RER;B;RER B;84,02;5,259
2022-04;RER;C;RER C;90,30;9,305
2022-04;RER;D;RER D;87,17;6,791
2022-04;RER;E;RER E;93,43;14,225
2022-04;Transilien;H;Paris Nord Ouest;94,38;16,782
2022-04;Transilien;J;Paris Saint-Lazare Nord;94,79;18,177
2022-04;Transilien;K;Paris Nord Crépy;93,74;14,986
2022-04;Transilien;L;Paris Saint-Lazare Sud;94,63;17,628
2022-04;Transilien;N;Paris Montparnasse;95,83;23,006
2022-04;Transilien;P;Paris Est;92,12;11,689
2022-04;Transilien;R;Paris Sud Est;90,93;10,02
2022-05;RER;A;RER A;92,83;12,953
2022-05;RER;B;RER B;85,19;5,754
2022-05;RER;C;RER C;92,70;12,692
2022-05;RER;D;RER D;89,34;8,379
2022-05;RER;E;RER E;93,20;13,71
2022-05;Transilien;H;Paris Nord Ouest;96,47;27,332
2022-05;Transilien;J;Paris Saint-Lazare Nord;94,43;16,954
2022-05;Transilien;K;Paris Nord Crépy;95,84;23,017
2022-05;Transilien;L;Paris Saint-Lazare Sud;97,51;39,203
2022-05;Transilien;N;Paris Montparnasse;94,81;18,284
2022-05;Transilien;P;Paris Est;90,26;9,262
2022-05;Transilien;R;Paris Sud Est;92,28;11,95
2022-06;RER;A;RER A;83,84;5,187
2022-06;RER;B;RER B;82,46;4,701
2022-06;RER;C;RER C;90,86;9,94
2022-06;RER;D;RER D;87,50;7,001
2022-06;RER;E;RER E;92,92;13,133
2022-06;Transilien;H;Paris Nord Ouest;94,73;17,967
2022-06;Transilien;J;Paris Saint-Lazare Nord;87,87;7,243
2022-06;Transilien;K;Paris Nord Crépy;97,11;33,632
2022-06;Transilien;L;Paris Saint-Lazare Sud;89,54;8,56
2022-06;Transilien;N;Paris Montparnasse;94,35;16,693
2022-06;Transilien;P;Paris Est;82,37;4,671
2022-06;Transilien;R;Paris Sud Est;89,00;8,088
2022-07;RER;A;RER A;85,94;6,111
2022-07;RER;B;RER B;73,83;2,821
2022-07;RER;C;RER C;84,38;5,403
2022-07;RER;D;RER D;82,28;4,643
2022-07;RER;E;RER E;94,42;16,908
2022-07;Transilien;H;Paris Nord Ouest;90,85;9,934
2022-07;Transilien;J;Paris Saint-Lazare Nord;91,76;11,136
2022-07;Transilien;K;Paris Nord Crépy;98,71;76,556
2022-07;Transilien;L;Paris Saint-Lazare Sud;93,75;15,01
2022-07;Transilien;N;Paris Montparnasse;96,44;27,065
2022-07;Transilien;P;Paris Est;86,41;6,361
2022-07;Transilien;R;Paris Sud Est;88,77;7,901
2022-07;Transilien;U;La Verrière - La Défense;44,93;0,816
2022-08;RER;A;RER A;93,63;14,71
2022-08;RER;B;RER B;82,37;4,672
2022-08;RER;C;RER C;91,92;11,382
2022-08;RER;D;RER D;88,90;8,011
2022-08;RER;E;RER E;93,53;14,447
2022-08;Transilien;H;Paris Nord Ouest;95,45;20,961
2022-08;Transilien;J;Paris Saint-Lazare Nord;94,93;18,739
2022-08;Transilien;K;Paris Nord Crépy;94,52;17,233
2022-08;Transilien;L;Paris Saint-Lazare Sud;96,86;30,807
2022-08;Transilien;N;Paris Montparnasse;96,60;28,377
2022-08;Transilien;P;Paris Est;90,15;9,151
2022-08;Transilien;R;Paris Sud Est;91,56;10,849
2022-08;Transilien;U;La Verrière - La Défense;63,27;1,723
2022-09;RER;A;RER A;90,76;9,826
2022-09;RER;B;RER B;82,46;4,702
2022-09;RER;C;RER C;90,76;9,822
2022-09;RER;D;RER D;83,81;5,177
2022-09;RER;E;RER E;93,65;14,743
2022-09;Transilien;H;Paris Nord Ouest;96,98;32,063
2022-09;Transilien;J;Paris Saint-Lazare Nord;92,18;11,788
2022-09;Transilien;K;Paris Nord Crépy;98,43;62,673
2022-09;Transilien;L;Paris Saint-Lazare Sud;93,87;15,3
2022-09;Transilien;N;Paris Montparnasse;95,78;22,706
2022-09;Transilien;P;Paris Est;90,15;9,148
2022-09;Transilien;R;Paris Sud Est;91,57;10,857
2022-09;Transilien;U;La Verrière - La Défense;73,98;2,843
2022-10;RER;A;RER A;87,27;6,853
2022-10;RER;B;RER B;80,79;4,206
2022-10;RER;C;RER C;90,32;9,333
2022-10;RER;D;RER D;87,28;6,862
2022-10;RER;E;RER E;92,03;11,544
2022-10;Transilien;H;Paris Nord Ouest;97,21;34,773
2022-10;Transilien;J;Paris Saint-Lazare Nord;92,65;12,607
2022-10;Transilien;K;Paris Nord Crépy;95,01;19,02
2022-10;Transilien;L;Paris Saint-Lazare Sud;92,12;11,683
2022-10;Transilien;N;Paris Montparnasse;95,11;19,452
2022-10;Transilien;P;Paris Est;90,44;9,463
2022-10;Transilien;R;Paris Sud Est;90,20;9,201
2022-10;Transilien;U;La Verrière - La Défense;92,34;12,056
2022-11;RER;A;RER A;86,15;6,219
2022-11;RER;B;RER B;82,42;4,688
2022-11;RER;C;RER C;85,32;5,811
2022-11;RER;D;RER D;83,25;4,968
2022-11;RER;E;RER E;94,19;16,221
2022-11;Transilien;H;Paris Nord Ouest;95,37;20,579
2022-11;Transilien;J;Paris Saint-Lazare Nord;92,32;12,012
2022-11;Transilien;K;Paris Nord Crépy;96,49;27,501
2022-11;Transilien;L;Paris Saint-Lazare Sud;94,12;16,017
2022-11;Transilien;N;Paris Montparnasse;94,26;16,419
2022-11;Transilien;P;Paris Est;89,86;8,866
2022-11;Transilien;R;Paris Sud Est;87,99;7,329
2022-11;Transilien;U;La Verrière - La Défense;92,17;11,778
2022-12;RER;A;RER A;82,58;4,742
2022-12;RER;B;RER B;81,46;4,395
2022-12;RER;C;RER C;81,78;4,489
2022-12;RER;D;RER D;84,52;5,46
2022-12;RER;E;RER E;93,53;14,451
2022-12;Transilien;H;Paris Nord Ouest;93,59;14,589
2022-12;Transilien;J;Paris Saint-Lazare Nord;91,68;11,024
2022-12;Transilien;K;Paris Nord Crépy;96,79;30,129
2022-12;Transilien;L;Paris Saint-Lazare Sud;91,85;11,267
2022-12;Transilien;N;Paris Montparnasse;97,07;33,156
2022-12;Transilien;P;Paris Est;91,95;11,419
2022-12;Transilien;R;Paris Sud Est;88,46;7,667
2022-12;Transilien;U;La Verrière - La Défense;91,70;11,044
2023-01;RER;A;RER A;86,08;6,182
2023-01;RER;B;RER B;80,07;4,017
2023-01;RER;C;RER C;89,62;8,637
2023-01;RER;D;RER D;87,18;6,803
2023-01;RER;E;RER E;94,24;16,346
2023-01;Transilien;H;Paris Nord Ouest;97,57;40,176
2023-01;Transilien;J;Paris Saint-Lazare Nord;95,47;21,063
2023-01;Transilien;K;Paris Nord Crépy;94,62;17,589
2023-01;Transilien;L;Paris Saint-Lazare Sud;96,37;26,524
2023-01;Transilien;N;Paris Montparnasse;95,12;19,471
2023-01;Transilien;P;Paris Est;90,85;9,933
2023-01;Transilien;R;Paris Sud Est;86,67;6,504
2023-01;Transilien;U;La Verrière - La Défense;95,69;22,199
2023-02;RER;A;RER A;87,68;7,118
2023-02;RER;B;RER B;84,87;5,608
2023-02;RER;C;RER C;85,49;5,89
